policy_id,age,gender,marital_status,region,income_bracket,policy_type,policy_tenure,premium_amount,sum_assured,payment_mode,missed_payments,num_claims,agent_contact,loan_on_policy,lapsed
POL01285,58,Female,Divorced,Rural,Low,Endowment,13,46721,586258,Quarterly,4,0,1,0,1
POL01286,24,Female,Divorced,Urban,Medium,Endowment,9,46850,774478,Quarterly,2,0,0,1,0
POL01287,54,Female,Single,Semi-Urban,Low,Whole Life,4,40123,728761,Monthly,3,1,0,0,1
POL01288,49,Male,Divorced,Rural,Medium,Endowment,12,39723,260452,Quarterly,0,0,1,0,0
POL01289,68,Male,Married,Urban,Medium,Term,9,40739,438874,Quarterly,3,0,1,0,0
POL01290,29,Male,Single,Urban,Medium,Term,13,10539,175387,Yearly,2,1,0,1,1
POL01291,55,Female,Single,Rural,Medium,Whole Life,16,12493,143354,Yearly,1,1,1,0,0
POL01292,56,Male,Single,Urban,Medium,ULIP,6,40604,405366,Yearly,2,0,1,0,0
POL01293,53,Male,Married,Urban,Low,ULIP,10,26311,293889,Yearly,4,5,1,0,1
POL01294,45,Female,Divorced,Semi-Urban,High,Term,13,42707,599720,Quarterly,3,1,0,1,1
POL01295,35,Female,Single,Urban,Medium,ULIP,7,8644,172854,Yearly,3,0,1,0,0
POL01296,53,Male,Divorced,Urban,Medium,Endowment,19,25445,315387,Yearly,1,0,0,0,0
POL01297,67,Female,Divorced,Semi-Urban,High,Term,19,40934,332687,Monthly,1,1,0,0,1
POL01298,64,Female,Married,Semi-Urban,Low,Whole Life,17,14511,108000,Yearly,0,1,1,0,0
POL01299,37,Female,Single,Rural,Medium,ULIP,13,5183,29207,Yearly,2,0,1,0,0
POL01300,25,Female,Married,Rural,Medium,Whole Life,13,14475,193708,Monthly,4,0,0,1,0
POL01301,58,Male,Single,Rural,Low,Whole Life,2,24230,319074,Quarterly,0,0,0,0,0
POL01302,42,Female,Single,Semi-Urban,Medium,ULIP,10,31008,250498,Quarterly,2,0,1,1,0
POL01303,35,Male,Divorced,Urban,High,ULIP,13,16332,252001,Monthly,1,0,1,0,0
POL01304,52,Male,Divorced,Urban,Low,Term,9,47756,769664,Monthly,4,1,1,0,0
POL01305,69,Male,Single,Urban,Medium,Term,1,9722,86394,Quarterly,1,0,1,0,0
POL01306,39,Male,Single,Urban,Medium,Whole Life,14,20194,205201,Yearly,1,0,1,0,0
POL01307,28,Female,Divorced,Semi-Urban,Medium,Whole Life,16,31631,628099,Monthly,3,1,1,0,0
POL01308,31,Female,Single,Rural,Medium,Term,15,32912,349326,Monthly,2,1,1,0,0
POL01309,28,Female,Single,Rural,High,Whole Life,1,22166,363788,Monthly,0,0,0,1,0
POL01310,54,Male,Single,Rural,Medium,Endowment,17,20976,247325,Quarterly,3,1,0,0,0
POL01311,44,Male,Married,Semi-Urban,Medium,ULIP,13,43623,737236,Quarterly,2,0,0,1,0
POL01312,42,Male,Single,Rural,Medium,ULIP,15,17046,281861,Quarterly,2,0,0,1,1
POL01313,40,Female,Single,Semi-Urban,Medium,Endowment,16,38444,577288,Quarterly,2,0,0,0,0
POL01314,69,Male,Divorced,Urban,High,Term,16,28634,510305,Quarterly,4,0,1,1,0
POL01315,40,Female,Divorced,Semi-Urban,High,Term,2,9090,173512,Yearly,3,1,0,0,1
POL01316,57,Female,Married,Semi-Urban,Low,Whole Life,17,35008,479600,Yearly,0,0,0,0,0
POL01317,50,Female,Divorced,Rural,Medium,Whole Life,11,27107,232091,Quarterly,3,0,0,1,0
POL01318,39,Female,Single,Urban,Medium,Term,8,13382,146926,Quarterly,1,3,0,0,0
POL01319,23,Male,Married,Semi-Urban,Medium,Whole Life,3,14034,229800,Quarterly,2,1,1,0,0
POL01320,22,Female,Single,Semi-Urban,High,Endowment,12,13526,199687,Monthly,1,0,0,0,0
POL01321,68,Male,Single,Semi-Urban,Medium,ULIP,16,29073,222901,Monthly,3,0,1,0,1
POL01322,26,Female,Single,Semi-Urban,Medium,Endowment,14,6110,35246,Quarterly,0,0,0,0,0
POL01323,41,Male,Married,Rural,Low,ULIP,16,21445,326916,Quarterly,1,0,1,0,0
POL01324,32,Male,Divorced,Rural,Medium,ULIP,17,5386,47214,Monthly,1,1,0,0,1
POL01325,63,Female,Divorced,Rural,Medium,Whole Life,11,23584,294683,Monthly,4,0,1,1,0
POL01326,23,Female,Divorced,Urban,Medium,Whole Life,17,39451,639153,Monthly,3,0,0,1,0
POL01327,24,Female,Single,Rural,Medium,ULIP,19,35549,477778,Monthly,1,0,1,0,0
POL01328,44,Male,Married,Semi-Urban,Low,Whole Life,1,11321,70751,Monthly,3,0,0,0,0
POL01329,33,Female,Divorced,Semi-Urban,Medium,Endowment,12,29440,229152,Quarterly,0,0,1,0,0
POL01330,41,Female,Married,Urban,Medium,Term,15,36566,303129,Quarterly,1,0,0,1,0
POL01331,26,Male,Married,Urban,Medium,Whole Life,18,46446,411881,Monthly,0,0,0,0,0
POL01332,58,Female,Single,Semi-Urban,Medium,Whole Life,14,37521,505822,Quarterly,1,0,1,0,0
POL01333,59,Male,Married,Rural,Medium,Whole Life,1,49692,624106,Monthly,2,0,1,1,1
POL01334,51,Female,Divorced,Rural,Low,Term,13,28798,231749,Monthly,4,0,1,0,0
POL01335,30,Male,Divorced,Semi-Urban,Low,Endowment,15,18565,111637,Monthly,4,0,1,0,1
POL01336,55,Male,Married,Urban,Low,ULIP,7,28027,212205,Quarterly,4,0,1,0,0
POL01337,65,Female,Married,Semi-Urban,Medium,Endowment,15,46500,919105,Quarterly,0,1,1,1,0
POL01338,56,Male,Married,Urban,Low,Whole Life,10,37095,446186,Quarterly,3,0,1,0,1
POL01339,43,Female,Married,Rural,Medium,Term,14,10631,191466,Quarterly,4,3,1,0,0
POL01340,65,Female,Divorced,Rural,Medium,Endowment,6,29329,520040,Yearly,1,0,0,1,0
POL01341,45,Male,Divorced,Semi-Urban,High,Whole Life,14,48020,608547,Monthly,1,0,1,1,0
POL01342,38,Female,Single,Rural,High,Whole Life,12,42937,669830,Monthly,2,2,1,0,0
POL01343,31,Male,Married,Semi-Urban,High,ULIP,11,11787,93014,Quarterly,0,1,1,0,0
POL01344,51,Male,Divorced,Semi-Urban,Medium,Term,19,43000,659015,Quarterly,1,0,1,0,0
POL01345,67,Male,Married,Urban,Medium,ULIP,2,31875,289608,Yearly,1,3,1,0,0
POL01346,44,Male,Divorced,Semi-Urban,Medium,Endowment,1,29514,515932,Monthly,2,0,1,0,0
POL01347,53,Male,Single,Semi-Urban,High,ULIP,8,27580,172536,Monthly,2,0,0,0,0
POL01348,38,Male,Divorced,Rural,High,Endowment,14,25291,419756,Quarterly,3,1,0,0,0
POL01349,38,Male,Divorced,Urban,Medium,Whole Life,9,9288,60363,Quarterly,3,0,0,0,0
POL01350,35,Male,Single,Urban,Medium,Term,2,11734,213768,Yearly,3,0,1,0,1
POL01351,30,Female,Married,Urban,Medium,Term,5,22464,214824,Monthly,1,0,0,0,1
POL01352,61,Female,Divorced,Rural,Medium,Whole Life,8,44008,652018,Yearly,2,0,0,1,0
POL01353,23,Male,Single,Urban,Medium,Term,16,12814,157772,Monthly,0,1,0,0,0
POL01354,66,Female,Single,Rural,High,ULIP,16,48154,505354,Quarterly,3,0,0,0,1
POL01355,46,Female,Single,Urban,Medium,Endowment,13,12851,188673,Yearly,4,1,0,0,0
POL01356,60,Female,Divorced,Semi-Urban,Medium,Endowment,15,6600,126804,Quarterly,1,1,0,0,0
POL01357,30,Female,Married,Urban,High,Endowment,1,11866,66675,Monthly,0,1,0,0,0
POL01358,43,Female,Divorced,Rural,Low,ULIP,3,8692,163260,Monthly,1,0,1,0,1
POL01359,64,Female,Divorced,Rural,Low,Endowment,6,25373,358678,Yearly,3,2,1,0,0
POL01360,67,Male,Divorced,Semi-Urban,Medium,Term,14,38100,651880,Quarterly,1,1,1,0,0
POL01361,25,Female,Single,Semi-Urban,Low,Endowment,4,19847,213516,Monthly,3,1,1,0,0
POL01362,47,Female,Married,Rural,Medium,ULIP,18,19507,235598,Monthly,1,0,1,0,0
POL01363,50,Female,Divorced,Urban,Low,Term,15,14963,269824,Yearly,3,0,1,0,1
POL01364,66,Female,Married,Semi-Urban,Low,Whole Life,9,11106,124639,Yearly,2,0,1,0,0
POL01365,55,Male,Divorced,Semi-Urban,Medium,Term,18,12333,160574,Quarterly,2,0,0,0,0
POL01366,44,Male,Married,Urban,Medium,ULIP,3,36913,195746,Yearly,2,0,1,0,0
POL01367,58,Male,Single,Rural,Medium,Term,10,36283,267731,Monthly,2,0,0,0,0
POL01368,32,Male,Married,Semi-Urban,Low,Endowment,17,44423,649699,Quarterly,2,0,0,0,1
POL01369,27,Female,Single,Semi-Urban,Medium,ULIP,7,43076,678647,Quarterly,4,0,0,0,0
POL01370,39,Male,Single,Rural,Medium,Whole Life,15,34815,478323,Quarterly,1,1,1,0,0
POL01371,42,Male,Married,Urban,Medium,Endowment,1,25584,182916,Monthly,2,2,1,0,0
POL01372,63,Male,Divorced,Urban,Low,ULIP,11,30382,354894,Yearly,4,1,0,1,1
POL01373,57,Male,Divorced,Semi-Urban,Medium,ULIP,17,6064,62619,Quarterly,4,0,1,0,0
POL01374,62,Female,Divorced,Rural,Medium,Whole Life,5,46848,582551,Monthly,1,0,1,1,0
POL01375,59,Male,Divorced,Urban,Medium,Whole Life,7,48883,882579,Yearly,1,0,0,1,0
POL01376,55,Female,Married,Rural,High,ULIP,19,11820,196660,Quarterly,3,1,1,0,0
POL01377,38,Male,Divorced,Semi-Urban,High,Whole Life,15,13512,84582,Yearly,3,0,1,0,0
POL01378,58,Female,Divorced,Urban,Medium,Whole Life,3,41725,765847,Yearly,2,1,0,0,0
POL01379,46,Female,Single,Rural,Low,Endowment,15,24615,297263,Yearly,0,0,0,0,0
POL01380,59,Male,Married,Rural,Medium,ULIP,5,44776,723487,Monthly,3,0,1,0,0
POL01381,33,Male,Single,Semi-Urban,Low,Term,12,22884,162489,Quarterly,0,2,1,0,0
POL01382,44,Male,Single,Urban,Medium,Endowment,5,22952,345675,Quarterly,3,0,0,0,1
POL01383,63,Male,Divorced,Semi-Urban,Medium,ULIP,3,14711,125703,Quarterly,4,0,1,0,0
POL01384,43,Female,Divorced,Semi-Urban,High,ULIP,9,25473,294868,Monthly,4,0,0,1,0
POL01385,42,Female,Married,Urban,High,Endowment,9,23249,122125,Yearly,4,1,1,0,0
POL01386,48,Male,Single,Rural,Medium,Whole Life,7,14597,106180,Monthly,0,0,1,1,0
POL01387,52,Male,Divorced,Rural,Medium,Term,2,26984,172190,Quarterly,2,2,0,0,0
POL01388,27,Female,Single,Rural,Medium,Term,16,21388,183854,Yearly,3,0,0,0,0
POL01389,48,Male,Divorced,Urban,Low,ULIP,9,45727,297237,Monthly,3,0,0,1,1
POL01390,61,Female,Divorced,Semi-Urban,High,ULIP,13,23782,365735,Monthly,0,0,1,0,0
POL01391,55,Male,Divorced,Rural,Medium,Term,19,11608,63096,Monthly,4,1,1,0,0
POL01392,33,Female,Divorced,Rural,Low,ULIP,17,38115,543752,Monthly,2,2,1,0,0
POL01393,66,Female,Married,Urban,Medium,Term,6,47773,339695,Yearly,3,0,1,1,0
POL01394,28,Female,Single,Urban,Low,Whole Life,4,11500,220540,Monthly,2,2,1,1,1
POL01395,31,Female,Single,Semi-Urban,Low,Term,1,40342,766353,Yearly,2,0,0,0,1
POL01396,66,Female,Married,Semi-Urban,Medium,Term,18,25209,211315,Monthly,1,0,1,0,0
POL01397,38,Male,Married,Rural,Medium,Term,19,25977,369297,Quarterly,2,1,0,0,0
POL01398,47,Female,Married,Rural,Medium,ULIP,9,43040,233280,Monthly,1,0,1,1,0
POL01399,42,Male,Divorced,Urban,Medium,Whole Life,13,46462,881701,Monthly,0,0,1,0,0
POL01400,49,Female,Divorced,Semi-Urban,Low,Endowment,8,8521,109450,Quarterly,4,1,1,1,1
POL01401,67,Female,Single,Rural,Medium,Endowment,13,6300,35584,Yearly,1,1,1,0,0
POL01402,23,Male,Married,Urban,Medium,Term,15,32075,325160,Monthly,2,1,0,1,1
POL01403,64,Male,Single,Semi-Urban,High,ULIP,11,28979,178300,Monthly,4,0,0,0,0
POL01404,22,Male,Married,Semi-Urban,Low,Endowment,12,35802,390032,Quarterly,2,1,1,0,0
POL01405,57,Male,Single,Semi-Urban,Low,Endowment,14,17225,259217,Yearly,2,1,1,0,0
POL01406,47,Female,Married,Urban,High,Term,4,16481,198568,Quarterly,1,1,0,0,0
POL01407,50,Male,Married,Semi-Urban,High,Term,1,26217,281985,Monthly,0,0,0,0,1
POL01408,42,Female,Divorced,Urban,High,ULIP,4,49813,338098,Yearly,2,1,0,1,1
POL01409,32,Male,Single,Urban,Low,Endowment,19,42153,365638,Monthly,1,0,1,1,0
POL01410,61,Male,Divorced,Urban,Medium,Term,9,19755,128449,Quarterly,2,0,1,0,0
POL01411,32,Female,Divorced,Semi-Urban,Medium,Whole Life,10,29914,511902,Monthly,4,0,1,0,0
POL01412,57,Female,Single,Rural,High,Whole Life,4,40592,285304,Quarterly,0,1,1,0,0
POL01413,60,Male,Divorced,Rural,Low,Whole Life,9,31269,435595,Quarterly,2,0,1,0,0
POL01414,61,Female,Married,Urban,Low,Term,13,43732,443490,Yearly,0,1,0,0,0
POL01415,56,Female,Married,Urban,Medium,ULIP,12,29555,247956,Quarterly,0,0,1,0,0
POL01416,55,Female,Married,Rural,Low,Whole Life,11,24874,362962,Yearly,4,0,1,0,0
POL01417,68,Female,Married,Semi-Urban,Medium,Whole Life,12,41535,492398,Yearly,4,0,0,0,0
POL01418,45,Female,Divorced,Rural,High,Whole Life,18,12925,142203,Yearly,3,0,0,0,0
POL01419,43,Female,Single,Rural,Medium,Term,12,8107,112628,Yearly,0,1,1,0,0
POL01420,26,Female,Divorced,Semi-Urban,Medium,Term,16,25852,319763,Yearly,2,0,0,0,0
POL01421,54,Female,Single,Urban,High,Term,5,35183,336077,Quarterly,4,0,1,0,0
POL01422,57,Male,Single,Rural,Low,Whole Life,12,32617,436608,Quarterly,2,0,1,0,1
POL01423,68,Female,Divorced,Urban,Low,Term,11,13722,206412,Yearly,0,1,1,1,0
POL01424,41,Male,Divorced,Semi-Urban,Medium,Term,9,27631,149218,Quarterly,4,1,1,0,0
POL01425,40,Female,Married,Semi-Urban,Low,ULIP,18,36622,439027,Yearly,3,1,1,1,0
POL01426,56,Female,Single,Semi-Urban,Low,Term,3,12883,75562,Quarterly,0,1,0,0,0
POL01427,64,Female,Single,Semi-Urban,Medium,Endowment,17,24708,192625,Yearly,2,0,1,0,0
POL01428,38,Female,Single,Semi-Urban,High,Term,14,22197,297609,Monthly,3,2,0,0,1
POL01429,66,Male,Married,Urban,High,Term,1,26134,470224,Monthly,0,2,1,1,0
POL01430,64,Male,Single,Semi-Urban,Medium,Endowment,17,45386,827935,Yearly,4,0,1,1,1
POL01431,55,Female,Single,Urban,Low,Endowment,8,38550,233195,Quarterly,0,0,0,0,0
POL01432,30,Male,Married,Semi-Urban,Low,Term,5,19642,221690,Yearly,1,0,1,0,0
POL01433,47,Female,Divorced,Urban,Medium,ULIP,5,25439,349661,Quarterly,2,1,1,0,1
POL01434,23,Female,Married,Semi-Urban,Low,Whole Life,9,37243,268374,Yearly,4,0,1,1,1
POL01435,30,Male,Married,Semi-Urban,Low,Endowment,3,45557,750846,Yearly,4,1,1,0,0
POL01436,30,Male,Divorced,Urban,Medium,ULIP,19,29583,478165,Quarterly,1,4,1,1,0
POL01437,61,Female,Single,Rural,Medium,Term,9,33349,618627,Quarterly,3,0,1,0,0
POL01438,38,Female,Divorced,Semi-Urban,Low,Term,18,19002,97428,Yearly,4,0,0,0,0
POL01439,22,Male,Single,Urban,Medium,Endowment,16,24523,202321,Monthly,3,0,0,0,1
POL01440,46,Female,Married,Urban,Medium,Endowment,1,49749,866020,Monthly,3,1,0,0,0
POL01441,64,Male,Single,Rural,Medium,ULIP,2,10007,150692,Monthly,3,2,0,0,0
POL01442,61,Female,Married,Semi-Urban,Low,Term,14,25435,468407,Monthly,0,0,0,1,0
POL01443,63,Female,Single,Rural,High,Endowment,14,45343,265605,Monthly,1,0,1,1,0
POL01444,46,Male,Married,Urban,Medium,Endowment,1,30093,419931,Quarterly,2,2,1,0,0
POL01445,60,Male,Single,Semi-Urban,Low,Whole Life,16,16294,220550,Monthly,1,0,1,0,0
POL01446,56,Male,Single,Rural,Medium,Endowment,15,43405,240251,Quarterly,4,0,0,0,0
POL01447,24,Female,Single,Semi-Urban,Medium,ULIP,15,15908,202076,Monthly,1,1,1,0,0
POL01448,58,Female,Divorced,Urban,Medium,Term,12,17699,250313,Quarterly,2,0,1,1,1
POL01449,65,Female,Married,Rural,Medium,Endowment,16,39633,311887,Monthly,0,3,1,0,0
POL01450,65,Female,Married,Urban,Medium,Whole Life,14,6376,58021,Monthly,4,1,1,0,0
POL01451,51,Male,Married,Urban,Medium,Endowment,15,19255,281223,Quarterly,0,0,1,0,0
POL01452,59,Female,Divorced,Rural,Medium,Endowment,15,18647,224221,Quarterly,4,0,0,0,0
POL01453,55,Female,Divorced,Rural,Low,Term,19,43176,771563,Yearly,2,0,1,0,0
POL01454,33,Female,Divorced,Rural,Low,Whole Life,8,13163,133416,Monthly,0,0,1,0,0
POL01455,40,Male,Divorced,Urban,Medium,ULIP,2,44051,396454,Monthly,2,1,1,0,1
POL01456,58,Female,Single,Semi-Urban,Medium,ULIP,2,39744,785857,Quarterly,2,1,1,0,0
POL01457,65,Female,Married,Semi-Urban,Low,Term,10,11443,213606,Quarterly,1,0,1,0,0
POL01458,38,Male,Single,Semi-Urban,Medium,ULIP,3,18324,99588,Monthly,4,1,1,0,1
POL01459,31,Female,Divorced,Semi-Urban,Low,ULIP,17,26143,432952,Monthly,3,0,1,0,0
POL01460,68,Female,Divorced,Semi-Urban,Medium,Endowment,8,45363,301891,Quarterly,3,1,1,0,0
POL01461,33,Male,Single,Semi-Urban,Medium,ULIP,4,9920,53689,Quarterly,0,1,1,1,0
POL01462,37,Female,Married,Rural,Low,Whole Life,14,22375,203734,Monthly,2,1,1,0,1
POL01463,45,Female,Divorced,Semi-Urban,Medium,Endowment,10,42996,388691,Quarterly,1,1,0,0,0
POL01464,40,Female,Single,Urban,High,ULIP,1,16748,289569,Quarterly,4,0,1,0,0
POL01465,29,Male,Single,Urban,Low,Whole Life,4,33535,525158,Monthly,0,1,0,0,0
POL01466,52,Female,Single,Semi-Urban,High,Endowment,1,20715,408585,Yearly,2,0,1,0,0
POL01467,42,Female,Single,Urban,Medium,Whole Life,17,11450,179452,Quarterly,3,1,1,0,0
POL01468,38,Male,Married,Urban,Medium,Term,17,30010,338327,Yearly,3,0,0,1,0
POL01469,44,Male,Married,Semi-Urban,Low,Term,7,5020,77729,Quarterly,4,0,0,0,1
POL01470,58,Female,Divorced,Rural,Medium,ULIP,15,19717,394180,Yearly,4,1,1,0,0
POL01471,37,Female,Divorced,Rural,Medium,Whole Life,13,47885,749502,Quarterly,4,0,1,0,0
POL01472,27,Female,Married,Semi-Urban,Medium,Endowment,2,14664,240859,Yearly,0,2,1,1,0
POL01473,29,Female,Married,Rural,High,Whole Life,19,6099,116341,Yearly,4,1,1,0,0
POL01474,46,Male,Single,Rural,Medium,Whole Life,13,28225,189242,Quarterly,0,0,1,1,0
POL01475,39,Female,Single,Semi-Urban,Low,Term,11,7637,118921,Yearly,1,0,0,0,0
POL01476,46,Male,Single,Urban,Low,Term,15,46349,823255,Monthly,2,2,1,1,0
POL01477,33,Male,Divorced,Rural,Low,ULIP,10,45512,879095,Monthly,3,0,1,0,1
POL01478,36,Female,Divorced,Semi-Urban,High,Whole Life,9,24797,202456,Monthly,0,0,1,0,0
POL01479,47,Female,Divorced,Urban,Low,Whole Life,9,45225,567977,Yearly,2,1,0,1,0
POL01480,62,Male,Divorced,Rural,Medium,Endowment,1,15807,240397,Quarterly,4,1,1,0,0
POL01481,66,Male,Single,Semi-Urban,Medium,Endowment,17,22738,198093,Yearly,3,0,0,0,1
POL01482,47,Female,Divorced,Rural,High,Term,12,11402,159708,Quarterly,0,2,0,1,0
POL01483,68,Male,Divorced,Rural,Medium,Whole Life,10,9521,84391,Yearly,4,0,0,0,1
POL01484,53,Female,Single,Semi-Urban,High,ULIP,5,13382,133844,Quarterly,2,2,1,0,0
POL01485,31,Female,Single,Urban,Medium,Term,18,42121,489563,Yearly,1,0,1,0,0
POL01486,37,Male,Married,Semi-Urban,High,Whole Life,15,20065,259597,Yearly,2,0,1,0,0
POL01487,28,Male,Single,Urban,Low,Term,6,24934,292737,Monthly,0,0,0,0,0
POL01488,38,Female,Divorced,Semi-Urban,Low,ULIP,7,19425,240829,Yearly,1,1,1,0,0
POL01489,44,Male,Single,Semi-Urban,Low,Whole Life,17,18111,171671,Monthly,1,1,1,1,0
POL01490,47,Female,Divorced,Rural,Medium,ULIP,6,45799,338201,Quarterly,4,0,1,1,0
POL01491,42,Female,Married,Urban,Medium,Whole Life,8,20510,117117,Quarterly,2,0,1,0,0
POL01492,43,Female,Married,Urban,Low,Whole Life,12,42851,340223,Monthly,0,0,1,0,0
POL01493,28,Male,Married,Urban,Low,ULIP,14,13816,189682,Yearly,1,0,1,0,0
POL01494,35,Female,Divorced,Rural,Medium,Endowment,12,17317,290782,Quarterly,4,0,0,1,0
POL01495,36,Female,Divorced,Semi-Urban,Low,ULIP,10,7175,54090,Yearly,1,1,0,1,1
POL01496,28,Female,Married,Rural,Medium,ULIP,15,16341,108313,Yearly,2,2,0,0,1
POL01497,30,Female,Married,Semi-Urban,Low,Term,7,30654,497801,Yearly,3,1,1,1,0
POL01498,69,Female,Divorced,Semi-Urban,Medium,ULIP,9,26608,254834,Quarterly,0,1,1,0,0
POL01499,29,Female,Divorced,Semi-Urban,Medium,ULIP,10,22579,435153,Quarterly,3,0,1,0,0
POL01500,44,Female,Divorced,Semi-Urban,Medium,Term,10,35194,553065,Yearly,2,0,0,0,0
POL01501,50,Female,Divorced,Semi-Urban,Low,Endowment,16,39837,394439,Monthly,3,3,1,0,0
POL01502,39,Female,Married,Rural,Low,ULIP,7,8358,78089,Monthly,2,0,1,0,1
POL01503,52,Female,Married,Urban,High,Term,5,23822,306243,Monthly,2,3,1,0,0
POL01504,51,Female,Single,Semi-Urban,Medium,Endowment,3,46576,288173,Yearly,4,0,0,0,0
POL01505,60,Male,Single,Rural,Medium,Endowment,18,42012,284217,Monthly,3,1,1,0,0
POL01506,56,Female,Divorced,Rural,Medium,ULIP,11,24727,188861,Quarterly,1,1,1,0,0
POL01507,39,Female,Married,Rural,Low,Endowment,15,39579,657836,Monthly,2,1,1,0,0
POL01508,63,Female,Divorced,Rural,High,ULIP,5,36018,457711,Monthly,3,1,0,1,0
POL01509,60,Male,Single,Rural,Medium,Endowment,12,21555,111191,Yearly,1,1,0,1,0
POL01510,38,Female,Divorced,Semi-Urban,Medium,Endowment,4,10906,164710,Quarterly,0,2,1,0,0
POL01511,35,Male,Single,Urban,High,Endowment,15,45751,519518,Quarterly,1,1,1,0,0
POL01512,52,Female,Single,Semi-Urban,Low,ULIP,9,9063,114762,Monthly,3,0,0,0,0
POL01513,45,Female,Married,Semi-Urban,Medium,Endowment,7,48214,395921,Yearly,3,0,1,0,0
POL01514,56,Male,Divorced,Urban,High,Whole Life,10,13644,181147,Yearly,1,1,0,0,0
POL01515,65,Female,Married,Semi-Urban,Medium,Term,13,47378,932744,Monthly,1,0,1,0,0
POL01516,66,Male,Single,Urban,Low,Term,8,13142,80188,Quarterly,2,2,1,0,0
POL01517,55,Male,Single,Semi-Urban,Medium,Whole Life,12,36644,339278,Quarterly,3,2,0,0,0
POL01518,24,Female,Divorced,Urban,Low,Endowment,19,38521,333012,Quarterly,2,1,0,0,0
POL01519,58,Female,Divorced,Rural,High,Whole Life,1,16564,144574,Yearly,2,1,1,0,0
POL01520,64,Female,Divorced,Urban,Low,ULIP,16,44619,476557,Monthly,0,1,1,0,0
POL01521,61,Female,Divorced,Semi-Urban,Medium,Term,17,10104,174512,Yearly,3,1,0,1,0
POL01522,47,Male,Single,Semi-Urban,Medium,Endowment,18,32299,603761,Quarterly,2,0,1,0,1
POL01523,44,Male,Single,Urban,Low,Term,11,18421,147980,Yearly,0,0,1,0,0
POL01524,65,Female,Single,Rural,High,Whole Life,18,28211,370812,Quarterly,2,1,1,0,0
POL01525,60,Male,Married,Semi-Urban,Medium,Whole Life,7,16202,235795,Monthly,2,0,1,0,0
POL01526,36,Male,Married,Rural,Medium,Term,18,48871,626888,Quarterly,3,0,1,0,0
POL01527,25,Female,Married,Urban,Low,Term,8,47185,543153,Monthly,1,1,1,0,0
POL01528,50,Male,Divorced,Urban,Medium,Term,6,46127,363463,Yearly,1,1,1,0,0
POL01529,43,Male,Single,Urban,High,Term,7,8685,107027,Yearly,3,0,1,1,0
POL01530,46,Female,Married,Rural,Medium,Whole Life,10,29661,326811,Yearly,1,0,0,0,0
POL01531,34,Male,Divorced,Rural,Medium,Endowment,11,47637,806658,Quarterly,4,1,1,0,0
POL01532,39,Female,Divorced,Urban,Low,Term,13,23366,384465,Monthly,1,0,0,0,1
POL01533,54,Male,Divorced,Urban,High,Endowment,9,42712,299410,Yearly,2,0,1,0,0
POL01534,37,Female,Single,Urban,Medium,Term,7,29276,185252,Yearly,2,1,1,0,0
POL01535,66,Male,Divorced,Rural,Medium,ULIP,9,20410,380081,Monthly,0,1,0,0,0
POL01536,63,Male,Married,Rural,Medium,Endowment,13,14678,191292,Quarterly,3,0,0,0,0
POL01537,65,Female,Divorced,Rural,Medium,ULIP,3,29575,528416,Yearly,0,0,0,0,0
POL01538,23,Female,Single,Urban,High,Whole Life,3,46401,272479,Quarterly,2,1,0,0,0
POL01539,56,Female,Single,Rural,Medium,ULIP,1,46230,596262,Quarterly,2,0,1,0,0
POL01540,63,Female,Divorced,Semi-Urban,High,Whole Life,2,18888,247270,Quarterly,0,1,1,1,0
POL01541,55,Male,Single,Rural,Medium,Term,3,21727,389142,Yearly,4,1,0,0,0
POL01542,51,Male,Single,Rural,Medium,Whole Life,15,8081,52236,Yearly,1,0,0,0,0
POL01543,34,Male,Married,Semi-Urban,High,Term,6,28021,241167,Monthly,4,2,1,0,1
POL01544,34,Female,Married,Rural,Low,Term,13,14449,160356,Monthly,4,0,0,0,1
POL01545,39,Male,Divorced,Urban,Medium,Term,1,20657,371570,Quarterly,4,0,1,0,0
POL01546,53,Male,Single,Semi-Urban,Medium,Whole Life,19,40059,764455,Yearly,4,1,0,0,0
POL01547,53,Female,Single,Urban,High,Term,1,6532,129927,Quarterly,1,1,1,0,0
POL01548,56,Female,Single,Semi-Urban,Low,ULIP,2,42130,816812,Monthly,3,0,1,0,0
POL01549,60,Male,Married,Rural,Low,ULIP,15,21015,106947,Quarterly,0,0,0,0,1
POL01550,67,Female,Single,Semi-Urban,Low,Term,14,42756,244377,Quarterly,4,0,0,1,0
POL01551,50,Male,Married,Rural,Medium,Term,19,11344,81836,Yearly,4,0,1,0,0
POL01552,50,Male,Single,Rural,Low,Endowment,11,46198,472740,Quarterly,0,0,0,0,0
POL01553,65,Female,Married,Urban,Medium,Whole Life,15,14106,246132,Quarterly,0,1,1,0,0
POL01554,37,Male,Divorced,Semi-Urban,High,Endowment,6,39206,720992,Yearly,3,1,0,0,1
POL01555,65,Female,Divorced,Semi-Urban,Medium,ULIP,9,14652,114322,Yearly,2,4,1,0,0
POL01556,68,Female,Single,Rural,Low,Whole Life,5,29550,422416,Monthly,3,2,1,0,0
POL01557,31,Male,Single,Urban,High,ULIP,2,11389,213662,Yearly,2,0,1,1,0
POL01558,51,Male,Married,Urban,Medium,Whole Life,6,27361,327127,Quarterly,1,0,0,0,0
POL01559,46,Male,Married,Rural,Low,Whole Life,18,40847,267676,Monthly,3,0,1,1,0
